FrameIndex,NumFramePresents,NumMisPresented,NumDroppedFrames,ReprojectionFlags,SystemTimeInSeconds,PreSubmitGpuMs,PostSubmitGpuMs,TotalRenderGpuMs,CompositorRenderGpuMs,CompositorRenderCpuMs,CompositorIdleCpuMs,ClientFrameIntervalMs,PresentCallCpuMs,WaitForPresentCpuMs,SubmitFrameMs,WaitGetPosesCalledMs,NewPosesReadyMs,NewFrameReadyMs,CompositorUpdateStartMs,CompositorUpdateEndMs,CompositorRenderStartMs
11758,2,1,0,92,196.276166,6.120384,0.019008,6.780385,0.640992,0.987300,0.000000,1.823000,0.296000,0.014000,0.700000,-24.918324,-4.449422,-2.570723,7.551388,10.030588,7.577288
11759,2,1,0,92,196.298507,11.348031,0.017984,12.007744,0.641728,1.023900,0.000000,1.945400,0.284900,0.024800,0.657800,-24.803823,-4.449223,-2.319723,7.548889,10.144789,7.585389
11760,2,1,0,28,196.320832,2.363840,0.018496,3.021824,0.639488,1.003400,0.000000,2.218700,0.202200,0.017900,0.595600,-24.487722,-4.447823,-2.678423,7.546289,10.063089,7.573489
11761,1,0,0,28,196.343187,6.772928,0.018240,7.436000,0.644832,0.249400,0.000000,1.839100,0.128700,0.007500,0.701600,-24.922922,-4.444023,-2.452923,7.555089,9.929688,7.583989
11762,1,0,0,28,196.354349,4.105792,0.018272,4.764319,0.640256,0.738600,0.000000,2.040900,0.111000,0.007400,0.784800,-13.519222,-4.451222,-2.499522,7.557689,10.093489,7.584989
11763,1,0,0,28,196.365522,12.708064,0.018112,13.368288,0.642112,0.677700,0.000000,4.405300,0.087000,0.007300,0.655100,-11.131423,-4.451722,-2.502723,7.560788,10.067589,7.589088
11764,3,2,0,28,196.376688,12.021088,0.018304,12.679616,0.640224,1.879300,0.000000,6.865400,0.317100,0.022200,0.679000,-8.697022,-4.446723,-2.222123,7.429288,10.249989,7.455488
11765,1,1,0,28,196.387858,13.042464,0.018304,14.044800,0.984032,0.695400,0.000000,9.249400,0.098400,0.007000,0.604700,-6.315923,-4.445423,-2.734723,7.427789,10.255589,7.453789
11766,0,0,0,28,196.399027,12.467904,0.018720,12.486624,0.000000,0.000000,0.000000,10.918700,0.000000,0.000000,0.670100,-4.643423,-4.450222,-2.540323,0.000000,0.000000,0.000000
11767,1,0,0,28,196.421365,12.669792,0.020064,13.330592,0.640736,0.713200,0.000000,14.601400,0.144800,0.007600,0.687400,-12.069324,-4.449423,-2.568323,7.435288,9.929588,7.461389
